# null, year, acm, acn, star, stard, pl, px, rb, part, debasat, debcoll, deb, null, null
# Bin     YDate                 ACM          ACN          Star         StarD        PL           PX           RB           Part         DebASAT      DebColl      Deb          Err          Total
3337 1966.13415     4.7  80.4 0    0    130  3    97   301  0    0    1141 4    1761
3338 1966.13689     3.9  80.8 0    0    131.3     3    98   301  0    0    1133 4    1755
3339 1966.13963     3.6  80.8 0    0    131.6     3    98   301  0    0    1129 4    1751
3340 1966.14237     3.4  80.8 0    0    131.8     3    98   301  0    0    1126 4    1748
3341 1966.14511     3.1  81.8 0    0    131.1     3    99   301  0    0    1125 4    1748
3342 1966.14784     3.1  81.7 0    0    130.2     3    99   300  0    0    1125 4    1746
3343 1966.15058     3.1  81.7 0    0    130.2     3    99   300  0    0    1125 4    1746
3344 1966.15332     3    81.7 0    0    130.3     3    99   300  0    0    1125 4    1746
3345 1966.15606     3    81.2 0    0    130.8     3    99   300  0    0    1125 4    1746
3346 1966.1588 3    80.1 0    0    129.8     3    98   300  0    0    1125 4    1743
3347 1966.16153     3    80.6 0    0    130.4     3    98   302  0    0    1125 4    1746
3348 1966.16427     3    80.5 0    0    131.5     3    98   303  0    0    1125 4    1748
3349 1966.16701     3    80.5 0    0    131.5     3    98   302  0    0    1125 4    1747
3350 1966.16975     3    80.4 0    0    130.6     3    98   302  0    0    1125 4    1746
3351 1966.17248     3    80.4 0    0    130.6     3    98   302  0    0    1125 4    1746
3352 1966.17522     3    80.3 0    0    130.7     3    98   302  0    0    1123 4    1744
3353 1966.17796     3    80.2 0    0    130.8     3    98   302  0    0    1123 4    1744
3354 1966.1807 3    80.2 0    0    130.8     3    98   302  0    0    1123 4    1744
3355 1966.18344     3    80.1 0    0    130.9     3    98   302  0    0    1123 4    1744
3356 1966.18617     3    81.1 0    0    130.9     3    98   302  0    0    1123 4    1745
3357 1966.18891     3    81   0    0    131  3    98   302  0    0    1123 4    1745
3358 1966.19165     3    80.5 0    0    131.5     3    98   302  0    0    1123 4    1745
3359 1966.19439     3    79.9 0    0    132.1     3    98   302  0    0    1123 4    1745
3360 1966.19713     3    79.8 0    0    132.2     3    98   302  0    0    1123 4    1745
3361 1966.19986     3    79.8 0    0    132.2     3    98   302  0    0    1123 4    1745
3362 1966.2026 3    79.7 0    0    132.3     3    98   302  0    0    1123 4    1745
3363 1966.20534     5    78.7 0    0    131.3     3    99   302  0    0    1123 4    1746
3364 1966.20808     4.5  78.6 0    0    131.9     3    99   303  0    0    1125 4    1749
3365 1966.21081     5    78.6 0    0    132.4     3    100  302  0    0    1125 4    1750
3366 1966.21355     5    78   0    0    133  3    100  303  0    0    1125 4    1751
3367 1966.21629     5    77.4 0    0    133.6     3    100  303  0    0    1123 4    1749
3368 1966.21903     4.7  78.4 0    0    133.9     3    101  303  0    0    1124 4    1752
3369 1966.22177     4.5  78.3 0    0    134.2     3    101  302  0    0    1121 4    1748
3370 1966.2245 4.2  78.3 0    0    134.5     3    100  301  0    0    1120 4    1745
3371 1966.22724     4    78.2 0    0    133.8     3    100  301  0    0    1120 4    1744
3372 1966.22998     3.5  77.7 0    0    133.8     3    100  301  0    0    1118 4    1741
3373 1966.23272     3    78.1 0    0    134.9     3    101  303  0    0    1118 4    1745
3374 1966.23546     3    78   0    0    135  3    101  303  0    0    1117 4    1744
3375 1966.23819     3    78   0    0    135  3    101  303  0    0    1117 4    1744
3376 1966.24093     3    77.4 0    0    133.6     3    101  303  0    0    1117 4    1742
3377 1966.24367     3    78.9 0    0    134.1     3    100  305  0    0    1117 4    1745
3378 1966.24641     4    79.8 0    0    134.2     3    103  309  0    0    1119 4    1756
3379 1966.24914     4    79.8 0    0    134.2     3    103  309  0    0    1119 4    1756
3380 1966.25188     4    79.7 0    0    134.3     3    102  309  0    0    1119 4    1755
3381 1966.25462     4    79.7 0    0    133.3     3    101  309  0    0    1119 4    1753
3382 1966.25736     4    79.6 0    0    133.4     3    101  308  0    0    1119 4    1752
3383 1966.2601 4    79.6 0    0    133.4     3    101  308  0    0    1119 4    1752
3384 1966.26283     4    80.6 0    0    133.4     3    102  308  0    0    1122 4    1757
3385 1966.26557     4    81.5 0    0    133.5     3    102  308  0    0    1122 4    1758
3386 1966.26831     4    82.5 0    0    134.5     3    104  308  0    0    1121 4    1761
3387 1966.27105     4    82.4 0    0    134.6     3    104  308  0    0    1120 4    1760
3388 1966.27379     4    81.9 0    0    135.1     3    104  308  0    0    1119 4    1759
3389 1966.27652     4    81.4 0    0    135.6     3    104  308  0    0    1119 4    1759
3390 1966.27926     4    81.3 0    0    135.7     3    104  308  0    0    1119 4    1759
3391 1966.282  4    81.3 0    0    135.7     3    104  308  0    0    1119 4    1759
3392 1966.28474     4    80.7 0    0    135.3     3    104  308  0    0    1119 4    1758
3393 1966.28747     4    80.2 0    0    135.8     3    104  308  0    0    1119 4    1758
3394 1966.29021     4    80.2 0    0    135.8     3    103  307  0    0    1119 4    1756
3395 1966.29295     4    80.1 0    0    135.9     3    102  307  0    0    1119 4    1755
3396 1966.29569     4    79.6 0    0    136.4     3    101  306  0    0    1119 4    1753
3397 1966.29843     5    79   0    0    137  3    102  306  0    0    1119 4    1755
3398 1966.30116     5    80   0    0    137  3    103  306  0    0    1119 4    1757
3399 1966.3039 5    80   0    0    137  3    103  306  0    0    1119 4    1757
3400 1966.30664     4.7  80.9 0    0    137.3     3    103  308  0    0    1119 4    1760
3401 1966.30938     4.5  80.9 0    0    137.6     3    103  308  0    0    1119 4    1760
3402 1966.31211     4.2  80.8 0    0    137.9     3    103  308  0    0    1119 4    1760
3403 1966.31485     5    80.8 0    0    138.2     3    105  309  0    0    1121 4    1766
3404 1966.31759     5    81.8 0    0    136.2     3    106  309  0    0    1120 4    1765
3405 1966.32033     5    81.7 0    0    136.3     3    106  309  0    0    1119 4    1764
3406 1966.32307     5    81.2 0    0    135.8     3    106  309  0    0    1119 4    1763
3407 1966.3258 5    80.6 0    0    136.4     3    105  309  0    0    1117 4    1760
3408 1966.32854     5    80.6 0    0    136.4     3    103  309  0    0    1117 4    1758
3409 1966.33128     5    80.6 0    0    136.4     3    103  309  0    0    1116 4    1757
3410 1966.33402     5    80.5 0    0    136.5     3    103  309  0    0    1115 4    1756
3411 1966.33676     5    80.5 0    0    136.5     3    103  309  0    0    1115 4    1756
3412 1966.33949     5    80.4 0    0    136.6     3    103  309  0    0    1115 4    1756
3413 1966.34223     5    80.4 0    0    135.6     3    103  309  0    0    1115 4    1755
3414 1966.34497     5    81.4 0    0    135.6     3    104  309  0    0    1117 4    1759
3415 1966.34771     5    81.3 0    0    135.7     3    104  309  0    0    1116 4    1758
3416 1966.35044     5    81.3 0    0    135.7     3    103  309  0    0    1115 4    1756
3417 1966.35318     5    81.2 0    0    135.8     3    103  308  0    0    1114 4    1754
3418 1966.35592     5    81.2 0    0    135.8     3    103  308  0    0    1114 4    1754
3419 1966.35866     5    82.2 0    0    135.8     3    104  308  0    0    1114 4    1756
3420 1966.3614 5    82.1 0    0    135.9     3    104  308  0    0    1114 4    1756
3421 1966.36413     5    82.1 0    0    135.9     3    104  308  0    0    1114 4    1756
3422 1966.36687     6    81.5 0    0    136.5     3    105  308  0    0    1114 4    1758
3423 1966.36961     6    82   0    0    137  3    106  308  0    0    1114 4    1760
3424 1966.37235     6    82   0    0    137  3    106  308  0    0    1113 4    1759
3425 1966.37509     6    81.9 0    0    137.1     3    104  308  0    0    1113 4    1757
3426 1966.37782     5.7  81.9 0    0    137.4     3    104  308  0    0    1113 4    1757
3427 1966.38056     5.5  82.8 0    0    137.7     3    105  310  0    0    1113 4    1761
3428 1966.3833 5.2  82.8 0    0    138  3    105  310  0    0    1113 4    1761
3429 1966.38604     5    82.8 0    0    137.2     3    104  310  0    0    1113 4    1759
3430 1966.38877     5    82.7 0    0    137.3     3    104  310  0    0    1113 4    1759
3431 1966.39151     5    82.7 0    0    137.3     3    104  310  0    0    1113 4    1759
3432 1966.39425     5    84.6 0    0    137.4     3    104  310  0    0    1113 4    1761
3433 1966.39699     5    85.6 0    0    137.4     3    105  311  0    0    1113 4    1764
3434 1966.39973     5    85   0    0    138  3    105  311  0    0    1113 4    1764
3435 1966.40246     5    84.5 0    0    138.5     3    105  311  0    0    1113 4    1764
3436 1966.4052 5    84.5 0    0    138.5     3    105  311  0    0    1113 4    1764
3437 1966.40794     4.5  84.4 0    0    139.1     3    105  311  0    0    1113 4    1764
3438 1966.41068     4    85.4 0    0    139.6     3    106  311  0    0    1113 4    1766
3439 1966.41342     4    85.3 0    0    139.7     3    106  311  0    0    1113 4    1766
3440 1966.41615     4    86.3 0    0    139.7     3    106  313  0    0    1113 4    1769
3441 1966.41889     4    86.3 0    0    138.7     3    105  313  0    0    1113 4    1767
3442 1966.42163     6    86.2 0    0    138.8     3    107  313  0    0    1113 4    1771
3443 1966.42437     6    85.7 0    0    139.3     3    106  313  0    0    1113 4    1770
3444 1966.4271 6    85.1 0    0    139.9     3    106  311  0    0    1113 4    1768
3445 1966.42984     5.5  84.6 0    0    139.9     3    105  311  0    0    1113 4    1766
3446 1966.43258     4.7  85   0    0    141.2     3    105  311  0    0    1113 4    1767
3447 1966.43532     4.5  86   0    0    140.5     3    106  313  0    0    1113 4    1770
3448 1966.43806     4.2  89   0    0    138.8     3    105  312  0    0    1113 4    1769
3449 1966.44079     4    89.9 0    0    139.1     3    106  315  0    0    1113 4    1774
3450 1966.44353     4    89.9 0    0    139.1     3    106  314  0    0    1113 4    1773
3451 1966.44627     4    89.8 0    0    139.2     3    105  314  0    0    1113 4    1772
3452 1966.44901     4    89.8 0    0    139.2     3    105  314  0    0    1113 4    1772
3453 1966.45175     4    89.3 0    0    139.7     3    105  314  0    0    1113 4    1772
3454 1966.45448     4    88.7 0    0    140.3     3    105  314  0    0    1113 4    1772
3455 1966.45722     4    96.2 0    0    139.8     3    106  314  0    0    1113 4    1780
3456 1966.45996     4    96.6 0    0    140.4     3    107  317  0    0    1113 4    1785
3457 1966.4627 4    96.6 0    0    140.4     3    107  317  0    0    1113 4    1785
3458 1966.46543     4    96.6 0    0    140.4     3    107  316  0    0    1113 4    1784
3459 1966.46817     4    96.5 0    0    140.5     3    107  314  0    0    1163 4    1832
3460 1966.47091     4    97.5 0    0    140.5     3    107  314  0    0    1156 4    1826
3461 1966.47365     4    97.4 0    0    140.6     3    106  314  0    0    1151 4    1820
3462 1966.47639     4    97.4 0    0    140.6     3    106  314  0    0    1144 4    1813
3463 1966.47912     4    97.3 0    0    141.7     3    107  316  0    0    1144 4    1817
3464 1966.48186     4    97.8 0    0    141.2     3    108  316  0    0    1143 4    1817
3465 1966.4846 4    97.3 0    0    141.7     3    107  316  0    0    1143 4    1816
3466 1966.48734     4    97.2 0    0    141.8     3    107  316  0    0    1142 4    1815
3467 1966.49008     4    97.2 0    0    141.8     3    107  316  0    0    1141 4    1814
3468 1966.49281     4    97.1 0    0    141.9     3    107  316  0    0    1140 4    1813
3469 1966.49555     4    96.4 0    0    142.6     3    107  314  0    0    1135 4    1806
3470 1966.49829     4    96.3 0    0    142.7     3    109  317  0    0    1135 4    1811
3471 1966.50103     4    95.6 0    0    142.4     3    108  317  0    0    1135 4    1809
3472 1966.50376     4    95.4 0    0    142.6     3    108  317  0    0    1135 4    1809
3473 1966.5065 4    95.2 0    0    142.8     3    108  316  0    0    1110 4    1783
3474 1966.50924     4    95   0    0    144  3    108  315  0    0    1143 4    1816
3475 1966.51198     4    95.8 0    0    144.2     3    109  317  0    0    1143 4    1820
3476 1966.51472     4    95.6 0    0    144.4     3    109  317  0    0    1143 4    1820
3477 1966.51745     4    96.4 0    0    144.6     3    110  317  0    0    1143 4    1822
3478 1966.52019     4    96.3 0    0    144.7     3    110  317  0    0    1143 4    1822
3479 1966.52293     4    96.1 0    0    144.9     3    110  317  0    0    1142 4    1821
3480 1966.52567     4    95.9 0    0    144.1     3    110  316  0    0    1136 4    1813
3481 1966.52841     5    95.7 0    0    143.3     3    111  316  0    0    1132 4    1810
3482 1966.53114     5    95.5 0    0    142.5     3    111  316  0    0    1132 4    1809
3483 1966.53388     5    96.3 0    0    142.7     3    111  324  0    0    1131 4    1817
3484 1966.53662     5    96.1 0    0    142.9     3    111  324  0    0    1127 4    1813
3485 1966.53936     5    96   0    0    143  3    110  323  0    0    1123 4    1807
3486 1966.54209     5    95.8 0    0    143.2     3    110  322  0    0    1122 4    1805
3487 1966.54483     6.7  95.6 0    0    143.7     3    111  322  0    0    1118 4    1804
3488 1966.54757     6.2  95.4 0    0    144.4     3    110  321  0    0    1112 4    1796
3489 1966.55031     6.7  95.2 0    0    144  3    109  323  0    0    1108 4    1793
3490 1966.55305     6.2  95   0    0    143.7     3    109  328  0    0    1108 4    1797
3491 1966.55578     6    94.3 0    0    143.7     3    109  328  0    0    1107 4    1795
3492 1966.55852     5.5  93.6 0    0    144.9     3    109  328  0    0    1106 4    1794
3493 1966.56126     5    93.5 0    0    145.5     3    109  327  0    0    1105 4    1792
3494 1966.564  4.5  93.3 0    0    146.2     3    109  327  0    0    1105 4    1792
3495 1966.56674     4    93.1 0    0    146.9     3    109  327  0    0    1105 4    1792
3496 1966.56947     4    92.9 0    0    147.1     3    109  327  0    0    1105 4    1792
3497 1966.57221     4    93.7 0    0    147.3     3    110  327  0    0    1106 4    1795
3498 1966.57495     5    93.5 0    0    147.5     3    110  327  0    0    1106 4    1796
3499 1966.57769     5    93.3 0    0    147.7     3    110  327  0    0    1105 4    1795
3500 1966.58042     5    93.1 0    0    147.9     3    110  328  0    0    1104 4    1795
3501 1966.58316     5    93.1 0    0    147.9     3    110  328  0    0    1104 4    1795
3502 1966.5859 5    93   0    0    147  3    110  328  0    0    1104 4    1794
3503 1966.58864     5    92.9 0    0    147.1     3    110  328  0    0    1104 4    1794
3504 1966.59138     5    93.9 0    0    147.1     3    111  330  0    0    1104 4    1798
3505 1966.59411     5    93.3 0    0    147.7     3    110  330  0    0    1104 4    1797
3506 1966.59685     4.5  92.2 0    0    147.3     3    110  330  0    0    1104 4    1795
3507 1966.59959     4    91.7 0    0    148.3     3    110  330  0    0    1104 4    1795
3508 1966.60233     4    92.6 0    0    148.4     3    111  330  0    0    1104 4    1797
3509 1966.60507     4    93.6 0    0    148.4     3    111  330  0    0    1104 4    1798
3510 1966.6078 5    93.5 0    0    148.5     3    111  330  0    0    1104 4    1799
3511 1966.61054     5    93.4 0    0    147.6     3    110  330  0    0    1104 4    1797
3512 1966.61328     5    93.4 0    0    146.6     3    109  329  0    0    1104 4    1794
3513 1966.61602     5    93.3 0    0    146.7     3    109  329  0    0    1104 4    1794
3514 1966.61875     5    93.3 0    0    146.7     3    109  328  0    0    1103 4    1792
3515 1966.62149     5    93.2 0    0    146.8     3    108  328  0    0    1103 4    1791
3516 1966.62423     6    93.6 0    0    146.4     3    109  328  0    0    1102 4    1792
3517 1966.62697     6    94.1 0    0    146.9     3    111  330  0    0    1101 4    1796
3518 1966.62971     6    95   0    0    147  3    111  332  0    0    1101 4    1799
3519 1966.63244     6    97.9 0    0    147.1     3    111  332  0    0    1101 4    1802
3520 1966.63518     6    97.9 0    0    147.1     3    111  332  0    0    1101 4    1802
3521 1966.63792     5.7  97.8 0    0    147.4     3    110  332  0    0    1101 4    1801
3522 1966.64066     5.5  97.8 0    0    147.7     3    110  332  0    0    1101 4    1801
3523 1966.64339     5.2  97.2 0    0    148.6     3    110  332  0    0    1101 4    1801
3524 1966.64613     6    96.6 0    0    148.4     3    111  333  0    0    1101 4    1803
3525 1966.64887     6    96.6 0    0    148.4     3    110  333  0    0    1101 4    1802
3526 1966.65161     6    96.5 0    0    146.5     3    109  332  0    0    1101 4    1798
3527 1966.65435     6    97.5 0    0    146.6     3    110  332  0    0    1101 4    1800
3528 1966.65708     5.9  97.4 0    0    146.7     3    110  332  0    0    1101 4    1800
3529 1966.65982     5.9  97.3 0    0    146.7     3    110  331  0    0    1101 4    1799
3530 1966.66256     5.9  97.3 0    0    146.8     3    110  331  0    0    1101 4    1799
3531 1966.6653 5.9  97.2 0    0    146.9     3    110  331  0    0    1100 4    1798
3532 1966.66804     5.9  97.1 0    0    147  3    110  331  0    0    1099 4    1797
3533 1966.67077     5.4  97   0    0    147.6     3    110  331  0    0    1099 4    1797
3534 1966.67351     4.9  97   0    0    148.2     3    110  331  0    0    1099 4    1797
3535 1966.67625     4.8  96.4 0    0    147.7     3    110  331  0    0    1099 4    1796
3536 1966.67899     4.8  95.9 0    0    148.3     3    110  331  0    0    1099 4    1796
3537 1966.68172     4.8  95.3 0    0    148.9     3    110  331  0    0    1099 4    1796
3538 1966.68446     4.8  94.7 0    0    149.5     3    109  330  0    0    1098 4    1793
3539 1966.6872 4.8  94.7 0    0    149.6     3    109  330  0    0    1097 4    1792
3540 1966.68994     4.8  94.6 0    0    149.6     3    109  330  0    0    1097 4    1792
3541 1966.69268     4.7  94.5 0    0    149.7     3    109  330  0    0    1097 4    1792
3542 1966.69541     4.7  94.5 0    0    148.8     3    109  330  0    0    1096 4    1790
3543 1966.69815     6.7  94.4 0    0    148.9     3    110  331  0    0    1095 4    1793
3544 1966.70089     6.5  94.4 0    0    149.2     3    109  331  0    0    1095 4    1792
3545 1966.70363     6.2  94.3 0    0    149.5     3    109  332  0    0    1095 4    1793
3546 1966.70637     5.9  94   0    0    149.1     3    109  332  0    0    1094 4    1791
3547 1966.7091 6.7  95.7 0    0    148.7     3    111  333  0    0    1094 4    1796
3548 1966.71184     6.6  95.4 0    0    150  3    112  335  0    0    1143 4    1849
3549 1966.71458     6.6  95   0    0    150.3     3    111  334  0    0    1143 4    1847
3550 1966.71732     6.6  95   0    0    150.4     3    111  334  0    0    1143 4    1847
3551 1966.72005     6.9  95.9 0    0    151.2     3    112  333  0    0    1142 4    1848
3552 1966.72279     6.1  95.9 0    0    152.1     3    112  333  0    0    1142 4    1848
3553 1966.72553     5.3  95.3 0    0    152.4     3    111  333  0    0    1139 4    1843
3554 1966.72827     4.6  94.7 0    0    152.7     3    111  333  0    0    1135 4    1838
3555 1966.73101     4.5  94.7 0    0    152.8     3    111  333  0    0    1131 4    1834
3556 1966.73374     4.5  94.6 0    0    152.9     3    111  333  0    0    1125 4    1828
3557 1966.73648     4.5  94.5 0    0    152.9     3    111  333  0    0    1120 4    1823
3558 1966.73922     4.5  94.5 0    0    153  3    111  333  0    0    1115 4    1818
3559 1966.74196     5.5  94.4 0    0    153.1     3    111  333  0    0    1113 4    1817
3560 1966.7447 5.5  94.4 0    0    153.2     3    111  333  0    0    1111 4    1815
3561 1966.74743     5.5  93.8 0    0    153.8     3    111  334  0    0    1108 4    1813
3562 1966.75017     5.4  93.2 0    0    154.4     3    111  334  0    0    1107 4    1812
3563 1966.75291     5.4  94.1 0    0    154.4     3    111  338  0    0    1105 4    1815
3564 1966.75565     5.4  94.1 0    0    154.5     3    111  338  0    0    1101 4    1811
3565 1966.75838     5.4  94   0    0    154.6     3    111  338  0    0    1099 4    1809
3566 1966.76112     5.4  94.9 0    0    155.7     3    111  338  0    0    1099 4    1811
3567 1966.76386     5.1  94.9 0    0    156  3    111  338  0    0    1099 4    1811
3568 1966.7666 4.9  94.8 0    0    155.3     3    111  338  0    0    1099 4    1810
3569 1966.76934     4.6  94.8 0    0    155.6     3    111  336  0    0    1098 4    1807
3570 1966.77207     4.3  94.7 0    0    156  3    111  336  0    0    1097 4    1806
3571 1966.77481     4.3  94.6 0    0    156.1     3    111  336  0    0    1095 4    1804
3572 1966.77755     4.3  94.6 0    0    156.1     3    111  336  0    0    1095 4    1804
3573 1966.78029     5.3  94.5 0    0    155.2     3    112  337  0    0    1096 4    1807
3574 1966.78303     5.3  94.5 0    0    155.3     3    112  337  0    0    1096 4    1807
3575 1966.78576     5.2  95.4 0    0    155.4     3    113  337  0    0    1096 4    1809
3576 1966.7885 5.2  95.3 0    0    155.4     3    113  336  0    0    1096 4    1808
3577 1966.79124     5    95.3 0    0    155.8     3    113  335  0    0    1095 4    1806
3578 1966.79398     4.7  95.2 0    0    156.1     3    113  335  0    0    1094 4    1805
3579 1966.79671     4.4  95.1 0    0    156.4     3    113  335  0    0    1091 4    1802
3580 1966.79945     4.2  95.1 0    0    156.7     3    113  335  0    0    1090 4    1801
3581 1966.80219     5.2  96   0    0    155.8     3    116  335  0    0    1090 4    1805
3582 1966.80493     5.1  95.5 0    0    155.4     3    115  335  0    0    1087 4    1800
3583 1966.80767     6.1  94.9 0    0    156  3    116  336  0    0    1087 4    1803
3584 1966.8104 6.1  94.8 0    0    156  3    114  336  0    0    1087 4    1801
3585 1966.81314     6.1  94.8 0    0    156.1     3    114  335  0    0    1087 4    1800
3586 1966.81588     6.1  94.7 0    0    155.2     3    114  335  0    0    1087 4    1799
3587 1966.81862     7.1  95.6 0    0    155.3     3    116  335  0    0    1086 4    1802
3588 1966.82136     7.1  95.1 0    0    154.9     3    115  335  0    0    1084 4    1798
3589 1966.82409     7    95   0    0    154.9     3    116  337  0    0    1084 4    1801
3590 1966.82683     6.5  94.5 0    0    156  3    115  337  0    0    1084 4    1800
3591 1966.82957     6    94.4 0    0    156.6     3    115  336  0    0    1084 4    1799
3592 1966.83231     6    94.3 0    0    156.7     3    115  336  0    0    1085 4    1800
3593 1966.83504     6    94.3 0    0    156.7     3    115  336  0    0    1085 4    1800
3594 1966.83778     7    94.3 0    0    157.7     3    116  338  0    0    1122 4    1842
3595 1966.84052     7    98.2 0    0    157.8     3    116  338  0    0    1122 4    1846
3596 1966.84326     7    98.2 0    0    157.8     3    116  338  0    0    1121 4    1845
3597 1966.846  7    98.1 0    0    157.9     3    116  338  0    0    1121 4    1845
3598 1966.84873     7.7  98   0    0    158.2     3    117  338  0    0    1120 4    1846
3599 1966.85147     7.5  98   0    0    158.5     3    117  338  0    0    1116 4    1842
3600 1966.85421     7.2  98.9 0    0    157.9     3    116  338  0    0    1107 4    1832
3601 1966.85695     7    98.8 0    0    158.2     3    116  338  0    0    1105 4    1830
3602 1966.85969     7    98.7 0    0    157.3     3    116  337  0    0    1105 4    1828
3603 1966.86242     9    98.7 0    0    156.3     3    117  337  0    0    1104 4    1829
3604 1966.86516     8.8  99.6 0    0    156.6     3    117  340  0    0    1100 4    1829
3605 1966.8679 8.6  99.5 0    0    156.9     3    117  344  0    0    1098 4    1831
3606 1966.87064     8.4  99   0    0    156.6     3    117  349  0    0    1094 4    1831
3607 1966.87337     7.7  98.4 0    0    156.9     3    117  348  0    0    1093 4    1828
3608 1966.87611     7    98.3 0    0    157.7     3    116  347  0    0    1092 4    1825
3609 1966.87885     7    98.2 0    0    157.8     3    115  347  0    0    1090 4    1822
3610 1966.88159     7    98.2 0    0    157.8     3    115  337  0    0    1090 4    1812
3611 1966.88433     7    99.1 0    0    157.9     3    116  337  0    0    1090 4    1814
3612 1966.88706     7    98   0    0    158  3    116  337  0    0    1089 4    1812
3613 1966.8898 7    97   0    0    158  3    116  337  0    0    1087 4    1809
3614 1966.89254     7    96.9 0    0    158.1     3    115  336  0    0    1086 4    1806
3615 1966.89528     7    96.8 0    0    158.2     3    115  336  0    0    1084 4    1804
3616 1966.89802     7    96.7 0    0    157.3     3    115  336  0    0    1083 4    1802
3617 1966.90075     7    96.7 0    0    157.3     3    115  336  0    0    1083 4    1802
3618 1966.90349     7    96.6 0    0    157.4     3    115  336  0    0    1083 4    1802
3619 1966.90623     7    96   0    0    157  3    114  336  0    0    1083 4    1800
3620 1966.90897     8    95.5 0    0    157.5     3    115  336  0    0    1083 4    1802
3621 1966.9117 8    95.4 0    0    156.6     3    113  336  0    0    1078 4    1794
3622 1966.91444     7.5  95.3 0    0    155.2     3    113  336  0    0    1081 4    1795
3623 1966.91718     7    95.2 0    0    155.8     3    113  335  0    0    1081 4    1794
3624 1966.91992     7    95.1 0    0    155.9     3    113  335  0    0    1081 4    1794
3625 1966.92266     7    95.5 0    0    154.5     3    114  335  0    0    1082 4    1795
3626 1966.92539     7    94.9 0    0    155.1     3    114  334  0    0    1081 4    1793
3627 1966.92813     8    94.8 0    0    155.2     3    115  334  0    0    1081 4    1795
3628 1966.93087     8    94.2 0    0    155.8     3    115  334  0    0    1081 4    1795
3629 1966.93361     9    93.6 0    0    156.4     3    116  334  0    0    1081 4    1797
3630 1966.93634     9    93.5 0    0    156.5     3    115  334  0    0    1081 4    1796
3631 1966.93908     8.7  93.4 0    0    156.9     3    115  334  0    0    1081 4    1796
3632 1966.94182     8.5  92.8 0    0    156.7     3    114  334  0    0    1080 4    1793
3633 1966.94456     8.2  93.6 0    0    157.1     3    114  336  0    0    1080 4    1796
3634 1966.9473 8    94   0    0    158  3    115  337  0    0    1082 4    1801
3635 1966.95003     8    93.9 0    0    158.1     3    115  337  0    0    1082 4    1801
3636 1966.95277     9    94.8 0    0    157.2     3    116  337  0    0    1082 4    1803
3637 1966.95551     9    94.7 0    0    157.3     3    116  337  0    0    1082 4    1803
3638 1966.95825     9    94.4 0    0    157.6     3    116  337  0    0    1082 4    1803
3639 1966.96099     9    94   0    0    158  4    116  338  0    0    1082 4    1805
3640 1966.96372     9    93.7 0    0    157.3     4    116  338  0    0    1081 4    1803
3641 1966.96646     9    94.3 0    0    157.7     4    117  338  0    0    1080 4    1804
3642 1966.9692 9    94.2 0    0    157.8     4    117  338  0    0    1079 4    1803
3643 1966.97194     10   95.1 0    0    157.9     4    119  339  0    0    1079 4    1808
3644 1966.97467     10   95   0    0    158  4    119  338  0    0    1079 4    1807
3645 1966.97741     10   94.9 0    0    157.1     4    118  338  0    0    1079 4    1805
3646 1966.98015     9.5  94.8 0    0    155.7     4    118  338  0    0    1079 4    1803
3647 1966.98289     9    94.7 0    0    156.3     4    118  338  0    0    1079 4    1803
3648 1966.98563     9    94.6 0    0    156.4     4    118  338  0    0    1079 4    1803
3649 1966.98836     9    94   0    0    156  4    118  338  0    0    1079 4    1802
3650 1966.9911 8.5  93.4 0    0    157.1     4    117  338  0    0    1077 4    1799
3651 1966.99384     8    94.3 0    0    156.7     4    117  340  0    0    1077 4    1801
3652 1966.99658     8    94.2 0    0    155.8     4    117  339  0    0    1077 4    1799
3653 1966.99932     8    94.1 0    0    154.9     4    117  339  0    0    1078 4    1799
3654 1967.00205     8    94   0    0    155  4    117  339  0    0    1078 4    1799
3655 1967.00479     8    94   0    0    155  4    117  339  0    0    1078 4    1799
3656 1967.00753     8    93.9 0    0    155.1     4    117  339  0    0    1077 4    1798
3657 1967.01027     8    93.9 0    0    155.1     4    117  339  0    0    1077 4    1798
3658 1967.013  8    93.8 0    0    154.2     4    117  339  0    0    1077 4    1797
3659 1967.01574     8    93.8 0    0    154.2     4    117  339  0    0    1076 4    1796
3660 1967.01848     8    93.2 0    0    154.8     4    117  339  0    0    1076 4    1796
3661 1967.02122     8    92.7 0    0    155.3     4    117  339  0    0    1076 4    1796
3662 1967.02396     8    92.6 0    0    154.4     4    117  339  0    0    1076 4    1795
3663 1967.02669     8    92.6 0    0    153.4     4    117  338  0    0    1076 4    1793
3664 1967.02943     9    92.5 0    0    152.5     4    119  339  0    0    1076 4    1796
3665 1967.03217     9    92.5 0    0    152.6     4    119  339  0    0    1076 4    1796
3666 1967.03491     9    92.4 0    0    152.6     4    119  339  0    0    1076 4    1796
3667 1967.03765     9    93.4 0    0    152.7     4    119  339  0    0    1076 4    1797
3668 1967.04038     9    93.3 0    0    152.7     4    119  339  0    0    1076 4    1797
3669 1967.04312     9    93.3 0    0    152.8     4    119  339  0    0    1076 4    1797
3670 1967.04586     9    93.2 0    0    152.8     4    119  338  0    0    1075 4    1795
3671 1967.0486 8.9  101.2     0    0    152.9     4    119  338  0    0    1075 4    1803
3672 1967.05133     8.4  102.1     0    0    153.4     4    120  338  0    0    1075 4    1805
3673 1967.05407     7.9  102.1     0    0    154  4    120  338  0    0    1075 4    1805
