# null, year, acm, acn, star, stard, pl, px, rb, part, debasat, debcoll, deb, null, null
# Bin     YDate                 ACM          ACN          Star         StarD        PL           PX           RB           Part         DebASAT      DebColl      Deb          Err          Total
11726     1989.10198     262.6     157.7     0    0    1301.8    14   971  846  512  2    4053 2    8122
11727     1989.10472     262.5     157.5     0    0    1300.9    14   971  846  512  2    4051 2    8119
11728     1989.10746     262.5     157.4     0    0    1301.1    14   971  846  512  2    4050 2    8118
11729     1989.1102 262.4     157.3     0    0    1301.3    14   971  845  512  2    4049 2    8116
11730     1989.11294     264.4     163.2     0    0    1301.4    13   974  845  512  2    4048 2    8125
11731     1989.11567     263.3     163.1     0    0    1300.6    13   974  843  512  2    4047 2    8120
11732     1989.11841     262.3     163  0    0    1301.8    12   972  842  512  2    4043 2    8112
11733     1989.12115     261.7     162.9     0    0    1301.5    12   972  842  511  2    4041 2    8108
11734     1989.12389     263.1     163.7     0    0    1302.2    22   977  844  511  2    4040 2    8127
11735     1989.12663     264  163.1     0    0    1302.9    22   979  846  510  2    4039 2    8130
11736     1989.12936     263.9     162.5     0    0    1303.6    22   979  846  510  2    4035 2    8126
11737     1989.1321 264.8     162.4     0    0    1302.8    22   980  847  510  2    4032 2    8125
11738     1989.13484     264.8     162.3     0    0    1302.9    22   980  845  510  2    4030 2    8121
11739     1989.13758     264.7     162.2     0    0    1303.1    22   980  845  510  2    4026 2    8117
11740     1989.14031     264.6     162.1     0    0    1303.3    22   980  845  509  2    4024 2    8114
11741     1989.14305     264.5     163  0    0    1303.5    22   981  857  509  2    4022 2    8126
11742     1989.14579     264.4     163.8     0    0    1303.7    22   982  855  509  2    4021 2    8125
11743     1989.14853     264.3     163.7     0    0    1303.9    22   981  855  509  2    4020 2    8123
11744     1989.15127     264.3     163.6     0    0    1304.1    22   981  855  509  2    4019 2    8122
11745     1989.154  264.2     163.5     0    0    1304.3    21   981  852  509  2    4016 2    8115
11746     1989.15674     264.1     163.4     0    0    1304.5    21   980  852  508  2    4013 2    8110
11747     1989.15948     264  163.3     0    0    1304.7    21   980  851  508  2    4010 2    8106
11748     1989.16222     263.9     164.2     0    0    1304.9    22   981  849  508  2    4009 2    8106
11749     1989.16496     263.8     164.1     0    0    1305.1    22   981  848  508  2    4007 2    8103
11750     1989.16769     264.3     164  0    0    1303.8    21   982  853  508  2    4005 2    8105
11751     1989.17043     263.2     163.9     0    0    1303.9    19   982  856  508  2    4004 2    8104
11752     1989.17317     262.6     163.8     0    0    1304.6    19   982  854  508  2    4002 2    8100
11753     1989.17591     262.6     163.7     0    0    1303.8    19   982  850  508  2    3998 2    8091
11754     1989.17864     264.5     163.6     0    0    1303.9    18   983  849  508  2    3997 2    8091
11755     1989.18138     264.4     163.5     0    0    1304.1    18   983  846  508  2    3995 2    8086
11756     1989.18412     264.4     163.4     0    0    1304.2    17   981  846  508  2    3993 2    8081
11757     1989.18686     263.9     163.3     0    0    1304.8    16   980  845  508  2    3991 2    8076
11758     1989.1896 263.4     163.2     0    0    1305.4    13   980  845  507  2    3988 2    8069
11759     1989.19233     263.3     163.1     0    0    1305.6    10   979  845  507  2    3987 2    8064
11760     1989.19507     263.3     163  0    0    1305.7    10   979  845  506  2    3986 2    8062
11761     1989.19781     264.3     162.9     0    0    1304.8    12   978  845  504  2    3984 2    8059
11762     1989.20055     265.2     162.8     0    0    1304.9    11   978  846  504  2    3980 2    8056
11763     1989.20329     265.2     162.7     0    0    1305.1    9    978  845  503  2    3977 2    8049
11764     1989.20602     266.7     162.6     0    0    1305.7    9    980  848  503  2    3973 2    8052
11765     1989.20876     266.2     162.5     0    0    1306.3    8    980  848  502  2    3970 2    8047
11766     1989.2115 265.6     162.4     0    0    1306 8    978  847  502  2    3967 2    8040
11767     1989.21424     265  162.3     0    0    1306.6    8    978  847  502  2    3966 2    8039
11768     1989.21697     265  162.2     0    0    1306.8    8    978  844  502  2    3963 2    8033
11769     1989.21971     264.9     162.1     0    0    1305.9    8    978  843  501  2    3960 2    8027
11770     1989.22245     264.9     162  0    0    1306.1    8    978  841  501  2    3955 2    8020
11771     1989.22519     265.8     161.9     0    0    1306.2    8    978  841  500  2    3953 2    8018
11772     1989.22793     266.8     169.8     0    0    1306.4    8    979  840  499  2    3952 2    8025
11773     1989.23066     266.7     169.7     0    0    1306.5    8    977  840  499  2    3949 2    8020
11774     1989.2334 266.7     169.6     0    0    1306.7    8    977  840  498  2    3946 2    8016
11775     1989.23614     265.6     169.5     0    0    1306.8    8    977  839  498  2    3943 2    8011
11776     1989.23888     264.1     169.5     0    0    1308.5    8    977  839  497  2    3940 2    8007
11777     1989.24162     263.5     169.4     0    0    1309.1    8    977  838  497  2    3938 2    8004
11778     1989.24435     262.9     169.3     0    0    1308.8    8    976  843  497  2    3937 2    8006
11779     1989.24709     262.4     169.2     0    0    1309.4    8    976  841  497  2    3936 2    8003
11780     1989.24983     262.3     169.1     0    0    1309.6    8    976  841  497  2    3933 2    8000
11781     1989.25257     263.3     169  0    0    1308.7    8    977  841  497  2    3932 2    8000
11782     1989.2553 262.8     168.9     0    0    1308.4    8    976  841  497  2    3931 2    7997
11783     1989.25804     262.2     169.8     0    0    1309 8    976  841  497  2    3931 2    7998
11784     1989.26078     262.2     169.7     0    0    1309.1    8    976  840  497  2    3930 2    7996
11785     1989.26352     263.1     169.6     0    0    1309.3    8    977  843  496  2    3929 2    7999
11786     1989.26626     263.1     169.5     0    0    1309.4    8    977  841  494  2    3928 2    7994
11787     1989.26899     263  169.4     0    0    1309.6    8    977  840  494  2    3924 2    7989
11788     1989.27173     263  169.3     0    0    1309.7    8    976  840  494  2    3923 2    7987
11789     1989.27447     263  169.2     0    0    1309.8    8    976  840  494  2    3920 2    7984
11790     1989.27721     262.9     169.1     0    0    1309 8    976  840  494  2    3917 2    7980
11791     1989.27995     262.9     169  0    0    1309.1    8    976  839  494  2    3915 2    7977
11792     1989.28268     262.8     168.9     0    0    1309.3    8    976  839  494  2    3913 2    7975
11793     1989.28542     263.8     168.8     0    0    1309.4    8    978  840  494  2    3912 2    7978
11794     1989.28816     263.7     168.7     0    0    1309.5    8    978  840  494  2    3912 2    7978
11795     1989.2909 263.7     168.6     0    0    1309.7    8    976  840  494  2    3907 2    7971
11796     1989.29363     263.7     168.5     0    0    1309.8    8    976  839  493  2    3904 2    7966
11797     1989.29637     263.6     168.4     0    0    1310 8    976  839  493  2    3901 2    7963
11798     1989.29911     263.1     168.3     0    0    1309.6    8    976  842  493  2    3903 2    7967
11799     1989.30185     263.5     168.2     0    0    1310.2    8    977  842  493  2    3902 2    7968
11800     1989.30459     263.5     168.1     0    0    1310.4    8    977  841  492  2    3900 2    7964
11801     1989.30732     263.4     168  0    0    1309.5    8    977  839  492  2    3900 2    7961
11802     1989.31006     263.4     167.9     0    0    1309.7    8    977  838  492  2    3896 2    7956
11803     1989.3128 263.3     167.8     0    0    1309.8    8    976  838  492  2    3894 2    7953
11804     1989.31554     262.3     167.7     0    0    1309 11   976  838  492  2    3894 2    7954
11805     1989.31828     262.3     167.6     0    0    1310.1    10   977  837  490  2    3893 2    7951
11806     1989.32101     262.2     167.5     0    0    1309.2    10   977  835  490  2    3892 2    7947
11807     1989.32375     262.2     167.5     0    0    1309.3    10   977  835  490  2    3890 2    7945
11808     1989.32649     262.2     167.4     0    0    1309.4    10   977  835  490  2    3889 2    7944
11809     1989.32923     262.2     167.3     0    0    1309.5    10   977  834  489  2    3887 2    7940
11810     1989.33196     262.2     167.2     0    0    1309.6    10   977  834  488  2    3887 2    7939
11811     1989.3347 262.2     167.1     0    0    1309.8    10   977  834  488  2    3887 2    7939
11812     1989.33744     262.1     166.5     0    0    1310.4    10   977  833  488  2    3887 2    7938
11813     1989.34018     263.1     165.9     0    0    1311 9    977  833  488  2    3885 2    7936
11814     1989.34292     265.1     165.8     0    0    1310.1    9    978  836  488  2    3885 2    7941
11815     1989.34565     265.1     165.7     0    0    1310.2    9    978  835  488  2    3882 2    7937
11816     1989.34839     265.1     165.6     0    0    1310.3    9    978  834  488  2    3881 2    7935
11817     1989.35113     264.5     165.6     0    0    1308.9    9    977  834  488  2    3880 2    7931
11818     1989.35387     264  165.5     0    0    1309.5    9    977  834  488  2    3879 2    7930
11819     1989.35661     264  165.4     0    0    1309.6    9    979  833  488  2    3879 2    7931
11820     1989.35934     264.5     165.3     0    0    1308.2    9    978  837  488  2    3876 2    7930
11821     1989.36208     264  165.2     0    0    1308.8    9    978  837  488  2    3876 2    7930
11822     1989.36482     263.9     165.1     0    0    1309 9    978  837  488  2    3875 2    7929
11823     1989.36756     263.9     165  0    0    1309.1    9    978  837  488  2    3872 2    7926
11824     1989.37029     263.9     164.9     0    0    1309.2    9    978  835  488  2    3871 2    7923
11825     1989.37303     263.9     164.8     0    0    1309.3    9    977  835  488  2    3870 2    7921
11826     1989.37577     264.9     164.7     0    0    1309.4    9    978  835  488  2    3870 2    7923
11827     1989.37851     264.4     164.6     0    0    1309 9    978  836  488  2    3870 2    7923
11828     1989.38125     263.8     164.6     0    0    1309.6    9    978  835  487  2    3865 2    7916
11829     1989.38398     263.8     164.5     0    0    1309.7    9    978  834  486  2    3864 2    7913
11830     1989.38672     263.8     164.4     0    0    1309.8    9    977  834  485  2    3864 2    7911
11831     1989.38946     263.8     164.3     0    0    1309.9    9    977  834  485  2    3863 2    7910
11832     1989.3922 263.8     164.2     0    0    1310 9    977  834  484  2    3860 2    7906
11833     1989.39493     264.7     164.1     0    0    1310.1    9    978  834  484  2    3860 2    7908
11834     1989.39767     265.7     164  0    0    1310.3    9    979  833  484  2    3859 2    7908
11835     1989.40041     265.7     163.9     0    0    1309.4    9    978  833  484  2    3859 2    7906
11836     1989.40315     265.7     163.8     0    0    1309.5    9    977  833  484  2    3857 2    7903
11837     1989.40589     265.7     163.7     0    0    1309.6    9    977  833  484  2    3857 2    7903
11838     1989.40862     265.7     163.7     0    0    1309.7    9    977  833  484  2    3857 2    7903
11839     1989.41136     265.6     163.6     0    0    1309.8    9    977  832  484  2    3856 2    7901
11840     1989.4141 267.6     163.5     0    0    1310.9    9    977  834  484  2    3856 2    7906
11841     1989.41684     268.6     163.4     0    0    1311 9    978  837  484  2    3856 2    7911
11842     1989.41958     268.5     163.3     0    0    1311.2    9    978  835  484  2    3856 2    7909
11843     1989.42231     268.5     163.2     0    0    1311.3    9    978  832  484  2    3852 2    7902
11844     1989.42505     268.5     163.1     0    0    1311.4    9    978  832  484  2    3849 2    7899
11845     1989.42779     268.5     162.5     0    0    1312 9    978  832  483  2    3847 2    7896
11846     1989.43053     270.4     161.7     0    0    1312.9    9    979  833  483  2    3846 2    7899
11847     1989.43326     270.4     162.3     0    0    1313.3    9    980  833  483  2    3844 2    7899
11848     1989.436  271.4     162  0    0    1314.6    9    981  834  483  2    3846 2    7905
11849     1989.43874     271.3     161.7     0    0    1316 9    981  834  483  2    3846 2    7906
11850     1989.44148     272.3     161.6     0    0    1316.1    9    982  834  483  2    3844 2    7906
11851     1989.44422     272.3     161.5     0    0    1316.2    9    982  834  483  2    3844 2    7906
11852     1989.44695     272.3     161.4     0    0    1316.4    9    982  834  483  2    3843 2    7905
11853     1989.44969     272.2     161.3     0    0    1316.5    9    982  834  483  2    3841 2    7903
11854     1989.45243     273.2     162.2     0    0    1316.6    9    986  834  483  2    3840 2    7908
11855     1989.45517     272.7     162.1     0    0    1316.2    8    985  837  482  2    3839 2    7906
11856     1989.45791     273.1     162  0    0    1316.8    7    985  837  482  2    3838 2    7905
11857     1989.46064     272.6     161.9     0    0    1316.5    5    985  840  482  2    3837 2    7904
11858     1989.46338     272.1     161.8     0    0    1317.1    5    985  839  482  2    3836 2    7902
11859     1989.46612     271.5     161.8     0    0    1316.7    5    985  837  482  2    3834 2    7897
11860     1989.46886     271  161.7     0    0    1317.3    5    985  835  481  2    3833 2    7893
11861     1989.47159     271  161.6     0    0    1317.4    5    986  835  481  2    3832 2    7893
11862     1989.47433     272  161.5     0    0    1317.6    5    986  836  480  2    3831 2    7893
11863     1989.47707     271.9     161.4     0    0    1317.7    5    985  836  480  2    3830 2    7891
11864     1989.47981     271.9     161.3     0    0    1317.8    5    985  836  480  2    3828 2    7889
11865     1989.48255     271.9     161.2     0    0    1317.9    5    985  836  480  2    3828 2    7889
11866     1989.48528     271.8     161.1     0    0    1318 8    985  836  480  2    3822 2    7886
11867     1989.48802     272.8     161  0    0    1318.2    8    986  836  480  2    3822 2    7888
11868     1989.49076     272.8     160.9     0    0    1318.3    8    986  836  480  2    3822 2    7888
11869     1989.4935 272.8     160.8     0    0    1318.4    8    985  836  480  2    3820 2    7885
11870     1989.49624     272.2     160.8     0    0    1319.1    8    984  836  480  2    3816 2    7880
11871     1989.49897     271.6     160.7     0    0    1319.8    8    984  835  480  2    3816 2    7879
11872     1989.50171     271.5     160.6     0    0    1319.9    8    984  834  480  2    3814 2    7876
11873     1989.50445     270.9     160.5     0    0    1320.6    8    984  834  480  2    3808 2    7870
11874     1989.50719     270.3     161.4     0    0    1321.3    8    985  834  480  2    3807 2    7871
11875     1989.50992     271.2     161.3     0    0    1321.5    8    987  835  480  2    3807 2    7875
11876     1989.51266     271.1     161.2     0    0    1320.7    8    987  839  479  2    3804 2    7874
11877     1989.5154 270  161.1     0    0    1321.9    8    985  838  479  2    3803 2    7870
11878     1989.51814     269.9     161  0    0    1321 8    985  837  479  2    3803 2    7868
11879     1989.52088     269.8     160.9     0    0    1321.2    8    984  837  479  2    3802 2    7866
11880     1989.52361     269.7     160.8     0    0    1321.4    8    984  836  479  2    3800 2    7863
11881     1989.52635     269.2     160.8     0    0    1321.1    8    984  841  479  2    3798 2    7865
11882     1989.52909     270.6     160.7     0    0    1321.8    8    984  840  479  2    3797 2    7865
11883     1989.53183     270  160.6     0    0    1322.5    8    984  839  479  2    3796 2    7863
11884     1989.53457     269.4     160.5     0    0    1323.1    8    984  837  479  2    3796 2    7861
11885     1989.5373 268.8     160.4     0    0    1322.8    8    984  836  479  2    3794 2    7857
11886     1989.54004     268.2     160.3     0    0    1323.5    8    982  835  479  2    3793 2    7853
11887     1989.54278     268.1     160.2     0    0    1323.7    8    982  835  479  2    3792 2    7852
11888     1989.54552     270  159.6     0    0    1323.4    8    984  835  479  2    3792 2    7855
11889     1989.54825     269.4     159  0    0    1323.6    8    983  840  479  2    3791 2    7857
11890     1989.55099     269.8     158.9     0    0    1324.2    8    982  840  479  2    3789 2    7855
11891     1989.55373     269.7     158.8     0    0    1324.4    8    981  840  479  2    3787 2    7852
11892     1989.55647     269.6     158.7     0    0    1324.6    8    980  840  479  2    3785 2    7849
11893     1989.55921     269.6     158.7     0    0    1323.8    8    980  839  479  2    3784 2    7846
11894     1989.56194     270.5     158.6     0    0    1323 8    980  839  478  2    3783 2    7844
11895     1989.56468     270.4     159.5     0    0    1323.2    8    981  839  478  2    3783 2    7846
11896     1989.56742     270.3     159.4     0    0    1323.3    8    981  839  478  2    3784 2    7847
11897     1989.57016     270.2     159.3     0    0    1323.5    8    980  839  478  2    3784 2    7846
11898     1989.5729 270.1     159.2     0    0    1323.7    8    980  839  478  2    3784 2    7846
11899     1989.57563     269  159.1     0    0    1322.9    8    980  839  478  2    3783 2    7843
11900     1989.57837     267.9     159  0    0    1324.1    8    980  839  478  2    3782 2    7842
11901     1989.58111     267.8     158.9     0    0    1324.3    8    980  840  478  2    3782 2    7843
11902     1989.58385     267.8     158.8     0    0    1324.4    8    980  840  478  2    3781 2    7842
11903     1989.58658     268.8     158.7     0    0    1324.5    8    981  840  477  2    3780 2    7842
11904     1989.58932     268.2     158.7     0    0    1324.1    8    981  844  477  2    3779 2    7844
11905     1989.59206     267.7     158.6     0    0    1324.7    8    980  843  477  2    3778 2    7841
11906     1989.5948 267.7     158.5     0    0    1323.9    8    980  841  476  2    3777 2    7836
11907     1989.59754     267.6     158.4     0    0    1324 8    980  840  476  2    3775 2    7833
11908     1989.60027     267.6     158.3     0    0    1326.1    8    980  839  476  2    3773 2    7832
11909     1989.60301     271.1     158.2     0    0    1325.7    8    981  843  476  2    3773 2    7840
11910     1989.60575     270.6     159.1     0    0    1325.3    8    981  842  475  2    3772 2    7837
11911     1989.60849     270  159  0    0    1326 8    980  841  474  2    3771 2    7833
11912     1989.61123     269.5     158.9     0    0    1326.6    8    980  840  472  2    3770 2    7829
11913     1989.61396     269.5     158.8     0    0    1326.7    8    980  838  472  2    3768 2    7825
11914     1989.6167 268.9     158.7     0    0    1326.3    8    980  837  472  2    3766 2    7821
11915     1989.61944     268.4     158.6     0    0    1326.9    8    980  837  472  2    3764 2    7819
11916     1989.62218     269.4     158.6     0    0    1327.1    8    981  836  472  2    3763 2    7819
11917     1989.62491     268.9     158.5     0    0    1326.7    12   980  840  472  2    3762 2    7824
11918     1989.62765     268.3     158.4     0    0    1327.3    12   980  838  472  2    3760 2    7820
11919     1989.63039     269.3     158.3     0    0    1327.4    12   982  836  472  2    3759 2    7820
11920     1989.63313     269.3     158.2     0    0    1327.5    12   982  836  472  2    3759 2    7820
11921     1989.63587     269.2     158.1     0    0    1327.7    12   982  836  471  2    3756 2    7816
11922     1989.6386 269.2     158  0    0    1327.8    12   982  836  471  2    3755 2    7815
11923     1989.64134     270.2     157.9     0    0    1327.9    12   983  836  471  2    3755 2    7817
11924     1989.64408     271.2     157.8     0    0    1328 12   984  835  471  2    3754 2    7817
11925     1989.64682     271.1     157.7     0    0    1328.1    12   983  835  469  2    3753 2    7813
11926     1989.64956     271.1     157.6     0    0    1328.3    11   983  834  468  2    3753 2    7810
11927     1989.65229     271  157.6     0    0    1328.4    10   983  834  468  2    3751 2    7807
11928     1989.65503     272  157.5     0    0    1328.5    10   985  833  468  2    3749 2    7807
11929     1989.65777     272  158.4     0    0    1328.7    9    986  833  468  2    3748 2    7807
11930     1989.66051     271.9     158.3     0    0    1328.8    9    985  833  468  2    3748 2    7806
11931     1989.66324     271.9     158.2     0    0    1328.9    9    985  833  468  2    3747 2    7805
11932     1989.66598     271.8     158.1     0    0    1329.1    9    984  833  468  2    3753 2    7810
11933     1989.66872     271.8     158  0    0    1329.2    9    983  833  468  2    3753 2    7809
11934     1989.67146     271.8     157.9     0    0    1329.3    9    983  833  467  2    3753 2    7808
11935     1989.6742 271.7     157.8     0    0    1329.5    9    983  833  467  2    3752 2    7807
11936     1989.67693     273.7     157.7     0    0    1329.6    9    985  833  467  2    3743 2    7802
11937     1989.67967     275.1     157.6     0    0    1329.2    9    987  834  467  2    3741 2    7804
11938     1989.68241     275.6     158.5     0    0    1329.9    9    988  834  467  2    3740 2    7806
11939     1989.68515     275.6     158.5     0    0    1330 9    987  834  467  2    3737 2    7802
11940     1989.68789     275.5     158.4     0    0    1330.1    9    986  834  467  2    3736 2    7800
11941     1989.69062     275.5     158.3     0    0    1330.3    9    984  834  467  2    3734 2    7796
11942     1989.69336     275.4     158.2     0    0    1330.4    9    984  833  467  2    3734 2    7795
11943     1989.6961 275.4     157.6     0    0    1331 9    984  833  467  2    3729 2    7790
11944     1989.69884     275.3     156.7     0    0    1331.9    9    984  833  467  2    3728 2    7789
11945     1989.70157     275.3     156.4     0    0    1331.3    9    984  833  467  2    3726 2    7786
11946     1989.70431     274.7     162.1     0    0    1331.2    9    985  837  467  2    3726 2    7796
11947     1989.70705     273.7     162.7     0    0    1331.6    9    986  837  467  2    3726 2    7797
11948     1989.70979     273.1     162.6     0    0    1332.2    9    986  835  467  2    3725 2    7794
11949     1989.71253     272.6     162.5     0    0    1332.9    9    986  835  466  2    3725 2    7793
11950     1989.71526     271.6     162.4     0    0    1334 9    985  835  466  2    3724 2    7791
11951     1989.718  271  162.4     0    0    1332.6    9    985  834  466  2    3722 2    7786
11952     1989.72074     271  162.3     0    0    1331.8    9    985  834  466  2    3722 2    7785
11953     1989.72348     270.9     162.2     0    0    1331.9    9    985  834  465  2    3721 2    7783
11954     1989.72621     270.9     162.1     0    0    1331 9    986  841  465  2    3721 2    7790
11955     1989.72895     269.8     162  0    0    1332.2    9    986  839  464  2    3721 2    7787
11956     1989.73169     269.8     161.9     0    0    1332.3    9    985  838  464  2    3720 2    7784
11957     1989.73443     270.7     161.8     0    0    1332.5    9    986  837  463  2    3719 2    7783
11958     1989.73717     270.7     161.7     0    0    1332.6    9    986  836  463  2    3718 2    7781
11959     1989.7399 272.6     161.6     0    0    1331.7    9    989  837  462  2    3717 2    7784
11960     1989.74264     273.1     162.5     0    0    1332.4    9    990  839  462  2    3717 2    7789
11961     1989.74538     272.6     161.9     0    0    1332.5    9    990  840  462  2    3717 2    7789
11962     1989.74812     272.5     161.4     0    0    1333.1    9    989  839  462  2    3717 2    7787
11963     1989.75086     272.5     161.3     0    0    1333.3    8    989  838  462  2    3717 2    7785
11964     1989.75359     271.9     161.2     0    0    1332.9    8    989  843  462  2    3715 2    7787
11965     1989.75633     273.4     161.1     0    0    1333.5    8    990  842  462  2    3715 2    7789
11966     1989.75907     273.3     161  0    0    1333.7    7    990  840  462  2    3715 2    7786
11967     1989.76181     273.3     160.9     0    0    1332.8    5    990  839  462  2    3714 2    7781
11968     1989.76454     272.7     160.8     0    0    1333.5    5    989  839  462  2    3713 2    7779
11969     1989.76728     272.2     160.7     0    0    1334.1    5    989  839  461  2    3713 2    7778
11970     1989.77002     272.1     160.6     0    0    1334.2    5    988  838  461  2    3713 2    7776
11971     1989.77276     272.1     160.5     0    0    1334.4    5    988  837  461  2    3713 2    7775
11972     1989.7755 272.1     160.4     0    0    1334.5    5    987  837  460  2    3713 2    7773
11973     1989.77823     272  160.3     0    0    1334.6    5    987  837  460  2    3710 2    7770
11974     1989.78097     272  159.8     0    0    1335.3    5    987  836  460  2    3708 2    7767
11975     1989.78371     271.9     159.2     0    0    1334.9    5    987  836  460  2    3714 2    7772
11976     1989.78645     271.9     158.3     0    0    1335.8    11   987  835  460  2    3713 2    7776
11977     1989.78919     271.8     157.5     0    0    1335.7    11   987  835  460  2    3712 2    7774
11978     1989.79192     271.8     157.1     0    0    1336.1    11   987  835  460  2    3710 2    7772
11979     1989.79466     272.2     156.8     0    0    1336 11   988  838  460  2    3709 2    7775
11980     1989.7974 272.7     156.7     0    0    1336.6    11   988  836  460  2    3708 2    7773
11981     1989.80014     273.7     156.6     0    0    1335.7    11   988  836  460  2    3707 2    7772
11982     1989.80287     273.6     156.5     0    0    1335.9    11   987  836  460  2    3705 2    7769
11983     1989.80561     274.6     156.4     0    0    1336 11   988  837  460  2    3703 2    7770
11984     1989.80835     274.5     156.3     0    0    1336.1    11   986  837  460  2    3702 2    7767
11985     1989.81109     274  156.2     0    0    1334.8    11   986  837  460  2    3702 2    7765
11986     1989.81383     273.4     157.2     0    0    1335.4    11   987  836  460  2    3701 2    7765
11987     1989.81656     273.4     157.1     0    0    1335.6    11   987  836  460  2    3699 2    7763
11988     1989.8193 272.8     157  0    0    1335.2    11   985  841  460  2    3698 2    7764
11989     1989.82204     273.3     156.9     0    0    1335.8    11   986  839  459  2    3696 2    7761
11990     1989.82478     273.2     156.8     0    0    1336 11   986  838  459  2    3695 2    7759
11991     1989.82752     273.2     156.7     0    0    1336.1    11   986  837  459  2    3695 2    7758
11992     1989.83025     273.2     156.6     0    0    1336.2    11   986  836  458  2    3694 2    7755
11993     1989.83299     273.1     156.5     0    0    1336.4    11   986  836  458  2    3695 2    7756
11994     1989.83573     273.1     156.4     0    0    1336.5    11   986  836  457  2    3693 2    7753
11995     1989.83847     273  156.3     0    0    1336.7    11   986  836  457  2    3691 2    7751
11996     1989.8412 273  156.2     0    0    1336.8    11   986  836  456  2    3691 2    7750
11997     1989.84394     272.9     156.1     0    0    1337 11   986  836  456  2    3691 2    7750
11998     1989.84668     272.9     155.5     0    0    1337.6    11   986  836  456  2    3690 2    7749
11999     1989.84942     272.8     154.9     0    0    1338.3    11   986  836  455  2    3690 2    7748
12000     1989.85216     272.8     154.8     0    0    1338.4    11   985  836  455  2    3690 2    7747
12001     1989.85489     272.2     154.7     0    0    1339.1    11   985  836  455  2    3689 2    7746
12002     1989.85763     271.7     154.6     0    0    1339.7    11   985  836  454  2    3688 2    7744
12003     1989.86037     271.7     154.5     0    0    1339.9    11   985  836  454  2    3685 2    7741
12004     1989.86311     271.6     154.4     0    0    1340 11   985  836  452  2    3683 2    7737
12005     1989.86585     271.6     154.3     0    0    1339.2    10   985  836  452  2    3682 2    7734
12006     1989.86858     271.5     154.2     0    0    1339.3    7    985  836  452  2    3678 2    7727
12007     1989.87132     271.5     154.1     0    0    1338.5    5    985  836  452  2    3678 2    7724
12008     1989.87406     271.4     154  0    0    1338.6    5    985  836  452  2    3676 2    7722
12009     1989.8768 271.4     153.9     0    0    1337.7    5    985  834  452  2    3676 2    7719
12010     1989.87953     272.3     153.8     0    0    1337.9    5    986  833  452  2    3675 2    7719
12011     1989.88227     272.3     154.7     0    0    1338 5    987  833  452  2    3675 2    7721
12012     1989.88501     272.2     154.6     0    0    1338.2    5    986  832  452  2    3674 2    7718
12013     1989.88775     272.2     154.5     0    0    1338.3    5    986  832  452  2    3673 2    7717
12014     1989.89049     271.7     154.4     0    0    1338 5    986  834  452  2    3670 2    7715
12015     1989.89322     270.6     154.3     0    0    1339.1    5    986  834  451  2    3669 2    7713
12016     1989.89596     273.1     154.2     0    0    1339.8    5    988  836  451  2    3669 2    7720
12017     1989.8987 273.5     153.6     0    0    1340.9    5    988  836  451  2    3667 2    7719
12018     1989.90144     273  153  0    0    1342.1    5    988  836  451  2    3666 2    7718
12019     1989.90418     273.9     152.9     0    0    1342.2    5    989  837  451  2    3663 2    7718
12020     1989.90691     273.4     152.7     0    0    1341.9    5    989  836  451  2    3662 2    7715
12021     1989.90965     273.3     152.6     0    0    1342 5    991  837  451  2    3660 2    7716
12022     1989.91239     272.8     152.5     0    0    1341.7    9    991  837  451  2    3660 2    7719
12023     1989.91513     273.2     152.4     0    0    1342.4    9    992  838  451  2    3724 2    7786
12024     1989.91786     273.6     152.3     0    0    1342.1    9    993  840  451  2    3724 2    7789
12025     1989.9206 273.6     152.1     0    0    1340.3    9    992  840  451  2    3722 2    7784
12026     1989.92334     273.5     152  0    0    1340.5    9    991  840  451  2    3718 2    7779
12027     1989.92608     273.5     151.9     0    0    1340.6    9    990  839  451  2    3717 2    7776
12028     1989.92882     273.4     151.7     0    0    1340.8    9    990  839  451  2    3715 2    7774
12029     1989.93155     273.4     151.6     0    0    1341 9    989  839  451  2    3715 2    7773
12030     1989.93429     273.3     151.5     0    0    1341.2    9    989  839  451  2    3713 2    7771
12031     1989.93703     273.2     151.3     0    0    1341.4    9    988  839  451  2    3713 2    7770
12032     1989.93977     273.2     151.2     0    0    1340.6    9    988  839  451  2    3711 2    7767
12033     1989.94251     273.1     151.1     0    0    1340.8    9    988  838  450  2    3710 2    7764
12034     1989.94524     274.1     150.9     0    0    1341 9    990  838  450  2    3709 2    7766
12035     1989.94798     274  150.8     0    0    1341.2    9    990  838  449  2    3708 2    7764
12036     1989.95072     274  150.7     0    0    1341.4    9    990  838  449  2    3707 2    7763
12037     1989.95346     273.9     150.5     0    0    1341.5    9    990  838  449  2    3706 2    7762
12038     1989.95619     274.9     150.4     0    0    1340.7    11   992  841  449  2    3704 2    7767
12039     1989.95893     274.8     150.3     0    0    1340.9    11   992  840  449  2    3703 2    7765
12040     1989.96167     274.7     150.1     0    0    1341.1    11   990  840  449  2    3703 2    7763
12041     1989.96441     274.7     150  0    0    1341.3    11   988  840  449  2    3701 2    7759
12042     1989.96715     274.6     149.9     0    0    1341.5    11   988  840  449  2    3700 2    7758
12043     1989.96988     275.6     149.7     0    0    1341.7    25   989  839  449  2    3699 2    7772
12044     1989.97262     275.5     149.6     0    0    1341.9    25   988  839  448  2    3697 2    7768
12045     1989.97536     275.4     149.5     0    0    1342.1    25   987  839  448  2    3695 2    7765
